tweets,labels
thought itll take sometime erhanaa were to expect some immediate change so as the deal is implemented,Positive
factos anaa,Neutral
🤣🤣🤣 push ups anaa,Neutral
fb anaa wose u bore,Neutral
where stop fooling is the same as gyai gyimii anaa 😜😜,Negative
kwasia ybdii tw anaa s y b discover mongolia,Negative
they should have exported it anaa,Neutral
well go together anaa 🤔,Neutral
lets go together err anaa me yale❤,Neutral
tech anaa😂😂,Neutral
trust issues anaa 😂😂😂,Neutral
scheme anaa s sen 😂😂😂,Neutral
aaaahhh wabdam anaawhy are people following koraa,Negative
anaa fashion speech mmom 😂,Neutral
for waist n power 🔋 anaa 🤔,Neutral
but mou wanted him to stay anaa,Neutral
you’re ready to licki licki anaa😂😂,Negative
aaarh 😂🤣like how anaa woka fooo,Neutral
aaaaaane😂🤣enka u go add some anaa,Neutral
na krakye yi wagyimi anaa eeiii do you even need to seek advice ah,Negative
alpha hour anaa,Neutral
broken heart anaa,Neutral
freeben for you anaa,Neutral
heads of state anaa,Neutral
is the shure mic wireless anaa mee bɔ dam,Neutral
you can also have some anaa,Neutral
days of our lives anaa😅,Neutral
with goat meat anaa,Neutral
wo fri kumasi anaa  what is kalawele😕,Neutral
how can they not be sure of wheni dont understand anaa they are guessingthey should be able to tell when it happens,Neutral
ow anaa minny land dieer😂💔,Neutral
looking into spain from morocco our next destination anaa  😄😅😃,Neutral
u noe laugh la anaa u are occupied 😀😃,Neutral
tv you miss nana ana anaa😉,Neutral
but this isn’t the first time the place is burning anaa,Neutral
gallon size anaa  svrn,Neutral
mode gyimii de fa woho bn killer wo sika anaa,Neutral
will u be my val 😅😂anaa wose ebi trap 🪤 😂,Neutral
glovo fo u people just put people on the app to sell anaa cos what this,Negative
kraman kk 😂😂😂 se intelligent and well trained aden btumi akyer bbia gold hy anaa,Neutral
she is also sharing opinion anaa,Neutral
what happened to the wifi for ios users   adn yn ka ho bi anaa,Neutral
blakk rasta vs nana aba i think blakk rasta is winning so far anaa,Positive
simple get new meaning anaa,Neutral
third term anaa,Neutral
no but we can try it now starbites anaa wose,Neutral
eii you know me anaa🤗😄,Neutral
anaa sister meyare 😀😀😀😀,Neutral
anaa dubai,Neutral
xxx as in atopa anaa😂😂😂😂😂,Neutral
ah wagyimii anaa what is this 😂😂,Negative
new account anaa,Neutral
you want to send me momo anaa,Positive
boy wei wagyimi anaa 🧐,Negative
larvae ‘worms’ anaa meat 😹,Neutral
you want to die before your time anaa😂😂,Neutral
shame on you for tweeting as if it’s coming from your trumu indeed wo y okay anaa,Negative
aden me use alcatel anaa🤔😂,Neutral
asɛ ne education no nkɔ akyiri saa anaa me aa 🤔,Neutral
some depression anaa,Neutral
superstition anaa😂😂,Neutral
chelsea should replace m kudus with mount  anaa ghana foç,Neutral
papa gyimiiwere looking for atsu so ghana shd come to a stop anaa,Negative
kyer y kwan no ohene anaa wo se kwan nu aa ne don’t give up,Neutral
and  bus stop nkoaa  million old ghana cedisaden you will be giving breakfast and supper there anaais this the invictus 😒,Neutral
eyemythmondays… anaa mayɛ late,Neutral
fake anaa boss,Neutral
this is normal anaa 🥲,Neutral
so what is ghana waiting for anaa ye ni hweee,Neutral
but aint it points involved anaa,Neutral
chale mo akye anaa na mo dwene relegation ne ho,Negative
zerbo out anaa,Neutral
adɛn twi teacher nnyɛ nipa anaa😂,Neutral
still zerbo out anaa or they’ve been disappointed,Neutral
oga 🔥 but i wonder if they can’t edit the video first anaa,Neutral
joy too is galamsey site anaa,Neutral
but wait ooo if you watch the collapsed building i think it’s only up to the th floor oooo anaa,Neutral
one is fearical anaa😅,Neutral
hwiiiiii tim anaa flashing,Neutral
post yourself small erranaa woy criminal🤣🤣💔,Neutral
backpass anaa,Neutral
kiosk anaa,Neutral
lunch something anaa don,Neutral
any updates for us anaa,Neutral
the program is not live on facebook today anaa,Neutral
hold it less anaa😂,Neutral
nanka wo expecti nii i different anaa,Neutral
road signs anaa,Neutral
mention his name eh anaa wo suro the yellow yellow ppl,Neutral
abeg are you a top super actor like idris anaa even in ghana mpo ebi didi ebi akyi,Neutral
broni aa wooka “ happy belated birthday” anaa wofri haiti,Neutral
i tot the living beyonce feature got shatta wale a grammy anaa,Neutral
you want to open rabai ministries anaa,Neutral
germs or bacteria anaa,Neutral
herh na wabodam anaa royalsports,Neutral
ou scientists anaa,Neutral
it’s still relevant today anaa,Neutral
who shatta wale anaa boomplayfreesubscription,Neutral
do you speak from your trumu anaa,Negative
which side of the country are you pls🙄anaa it a different context,Neutral
it seems u dont know anything anaa,Neutral
giveaway anaa,Neutral
the man at ur back no komfo anaa,Neutral
😂😂na boy wei w’agyimi anaa ah,Negative
wow 😱 barca fan anaa❤️💙,Neutral
but i think i can coach barca anaa💙❤️,Neutral
ah you people moagyimi anaa when was the last time you saw phil jones’ face martial is injury prone we know but what’s all of this nonsense,Negative
but mary isnt fat anaa,Neutral
for the table anaa,Neutral
girls yi enti brofo anaa,Neutral
whats the issue injuries anaa cos this is not the milan we know,Neutral
aah why should it sound offensive or you dont have anything to bring to the table anaa😁😁😁,Negative
i think by far stonebwoy deserves it anaa wo se minkoda  sfdkuo,Neutral
akoayi wagyimi anaa  your previous lost was in  and another in … suadze,Negative
asawase j line anaa 😀,Neutral
please ohhh both genders anaa asking for maps 🤨,Neutral
child abuse anaa,Neutral
na me er anaa no lie🫠,Neutral
bla  then i’m also waiting for my val’s gift ooo anaa yenko heblews,Neutral
from relegation anaa 😰😢😹😹😹,Neutral
come n give date anaa u are still in shock to oly,Neutral
twitter space before the match anaa wose lie bn 💜❤️💜❤️,Neutral
lol but you could have taken sky troski asky anaa,Neutral
are u in anaa🤣,Neutral
i see anita anaa mebodam,Negative
twitter blue subscriber wo kasa fri wo trumu anaa me y sure paaa,Negative
messi couldn’t anaa who,Neutral
another banger anaa video loading,Neutral
chelsea and liverpool be twins anaa 😂🤣🤣 apparently the women team is doing well,Positive
oh  who should we blame today the board anaa  sbtsbdl,Neutral
he’s still at post anaa wosee😂😂😂,Neutral
but i haven’t showed you wicked o anaa,Neutral
ghamsu anaa,Neutral
pentecost anaa methodist mu baako 🌚🤭  sq,Neutral
you scored anaa,Neutral
girl no way serious anaa nka meebu asim w ne dm o😂,Neutral
jay z said no pictures at the roc nation brunch 👀🚫 what is it with these ppl nowadays🤔 adn omu adani saman anaa 🤷‍♂️,Neutral
i’m in church but you have it anaa gym god🎉,Neutral
land lady  wo se fufu sunday anaa😂😂😂😂abusuafo,Neutral
youtube live service anaa,Neutral
wei amapiano anaa s akuapiano anaa s amaguitar,Neutral
u that love shattawale could’ve defended him anaa🤷‍♂️,Neutral
modeɛ yareɛ deɛwokɔ tɔ nam wɔ cold store arh wokase woretɔ namkilo anaa sɛkilogramy’all just bunch of olodos sklnhgcc,Negative
masa gyai gyimie no mey akodaa mawo anaa sia man,Negative
but mufasa yɛ hwɛ mu yie aa woni blakk rasta ankasa difference biaa enhyɛda nni montamu saaa oo anaa mabɔdam🤣🤣🤣🤣🤣,Negative
without those documents no one would have believed that rev kusi boateng is also known as adu gyamfi anaa,Neutral
you want them to take him to court anaa 🤣🤣🤣,Neutral
there be hearts home anaa,Neutral
big win for africa anaa,Neutral
nkrumakwan that anaa,Neutral
you open showroom anaa  svdx,Neutral
got rid of all the memes you kept from all or nothing  anaa agenda delayed is not agenda denied 😂😂😂,Neutral
it was too pitchy for my ears anaa me speaker nyɛ papa 😂😂😂,Negative
anaa u miss me ntia😂,Neutral
blue aiva anaa,Neutral
she stop supporting liverpool anaa,Neutral
napo y ashantifoc speaker anaa what are you even saying,Neutral
i think the dog kissing and facelicking is a white man thing anaa meboa,Neutral
most of  these ghanaian boys will definitely get relegated is it that yall dont believe in abilities anaa mo feel s mo y batman,Neutral
big chances  misses in the first half aden na mogyimi anaa mmoa baako mmienu… ahh,Negative
looserpool anaa🤣🤣🤣,Neutral
casemiro no wagyimi anaa 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Negative
red card anaa,Neutral
the bag of deals anaa 😁,Neutral
anaa mose comeback,Neutral
so blacko stole a song🙄the countryside was picked from unholy by sam smith and kim petrasanaa,Negative
i wanted to ask if i could go with you on your next tripanaa wose menfiri woso,Neutral
doctors advise anaa,Neutral
arsenal will get a penalty and jorginho will scoreanaa i’m dreaming😭,Neutral
everton is back anaa😂,Neutral
couple album bii ba anaa🤩,Neutral
the presence of the chair anaa,Neutral
now tell me what is the advantage ur man took out of the ghost feature  moving from indigo to do a k venue anaa 🤦‍♂️🤣,Neutral
ur happy about a ghost refix buh ur bashing someone for playin a proper role in great collab  so you y gyimie anaa beyie have a good day,Negative
but your dm is closed anaa,Neutral
the ship delear oliver khan sponsored your trip anaa,Neutral
team no ynfa ma wo nrunne anaa😂,Neutral
marriage no y d saa anaa😂😂,Neutral
ghanayesu unless i come dm anaa eeiim here wae,Neutral
class one referee anaa,Negative
herrhh ɔdi abaa no etwa pictureɔyɛ french madam anaa,Neutral
boss its like im not lucky oo anaa   soccmhewcj,Neutral
you’re bleeding anaa 😂,Neutral
how can shatta wale call u and you will say its foolish or is it that u know he wont say anything sensible anaa   scjlb,Neutral
u met j j in ur dreams anaa,Neutral
i thought the speaker is a catholic anaa 🤔,Neutral
the network that some loyal citizens helped to cancel their  billion tax want to increase their data chargesi’m hoping lot of u will leave the network  anaa  will fight for you all 😂😂😂,Positive
save the date anaa🤣😂,Neutral
linkinforlife giveaway todayanaa tomorrow,Neutral
german kofi kordzi anaa,Neutral
merçi isnt that refreshing anaa wose still naa yensu,Neutral
ahh 😂😂 adai 🤣 papafuo birthday anaa,Neutral
and mention ur name in de remix anaa,Neutral
with this bogus gfa president and his goro boys apuutoɔ ghana has no business even in the first  adeɛn mokaa sɛ ɛyɛ agoɔ die anaa,Negative
me and u we could learn a thing or two from the nkuraanaa wose sen,Neutral
why some poodle bite you anaa,Neutral
diss anaa  😉,Neutral
m and u play like this wa gyimie kakra anaa,Negative
how far 🤣🤣anaa w’ada,Neutral
anaa potter na asa cos ah,Neutral
chairman ksk sleep anaa,Neutral
chelsea fo na mo expecti something different anaa,Neutral
anka wo expelti something different anaa 😂,Neutral
😂😂😂 anaa mose enzo by second half yi🤣🤣🤣🤣,Neutral
the last frame no wo nua anaa,Neutral
so you want us to pay totaxanaa to bn na wo ka yi madwen mu y mw naaa🙄🙄🙄🤥🤥,Neutral
charismatic lady❤😫cy first lady aa nfata no anaa❤,Neutral
u get specific people anaa eii,Neutral
the madrid fans are not among anaa  ssgtm,Neutral
is that boy from kasoa anaa,Neutral
ahh u fool anaa,Negative
kwaku  wada anaa wada dea sore  sulyiz,Neutral
imf no individuals tumi k bi  anaa 😉😉,Neutral
data before payment anaa,Neutral
ghana here anaa america,Neutral
be honest 😂😂wo sree no bi anaa,Neutral
de facts ato dwa wo hwehw nyansa na nyansa bi kyen facts anaa 😂😂🤣,Neutral
thé ghana team anaa,Neutral
wei y player sanitizer adn coronavirus daso woh anaa,Neutral
are they discussing how the world cup money 💴 will be shared among them anaa,Neutral
wagye sika anaasendcashfromabroad,Neutral
lol 😆 maybe  can assist err anaa wos mabodam,Neutral
john henry no yare anaabibinii mindset bn ni  syl,Negative
aden asem bi aba anaa sendcashfromabroad,Neutral
but you see his name there anaa wusi you only hear 😂,Neutral
he’s the only person seriously singinganaa meboa,Neutral
😂😂😂 anaa some afro beat too,Neutral
alidu and the goat anaa,Neutral
twitter circle so ka ho anaa😊,Neutral
eiish hun could this be a sign anaa meyale 😂,Neutral
you don’t have money anaa 😂,Neutral
what they need are political marketing strategist like you and communication channels strategist like me and not just communicators anaa wo se den,Neutral
castle anaa school,Neutral
the current ones anaa yet to be born 🙄,Neutral
expire date nu ayi nitsi anaa,Neutral
how can a ghost featured someone in a new song wo el biribi ha wo anaa,Neutral
but their both death anaa lol,Neutral
why twitter web anaa 😅,Neutral
my turn anaa,Neutral
aden wope se wo tu despite nsa anaa ahthis is a big no for me abeokuta😔😤,Neutral
stonebwoy filled the o islington wankc school anaa,Neutral
i’ve never won a giveaway on this platform anaa  mone nkrofo a wobe win no a hyehy ho …cause eii😂,Neutral
herh i told you to go to sleep you’re still here aden wo views no ma award anaa recognition😂😂😂😂,Neutral
they sent you my house people send you anaa 👀,Neutral
all network anaa,Neutral
na girl yi wagyimi anaa 🤣🤣,Negative
why today is the first time meeting him anaa self put put haha,Negative
😂😂😂😂 how about your saltwe are all choosing wisely anaa 😎😀,Positive
so he should go to ronaldo so he employs him anaa 🤣 mokasa by heart,Negative
baba some koko money anaa yesufie,Neutral
eish 😅 breakfast bi anaa,Neutral
african proverb anaa,Neutral
heheh swimming pool anaa 😂,Neutral
“wei sika na wo mu anaa” what’s funny about that🥶,Neutral
ei you anaa😂,Neutral
yep … but this is after that has been taken out abi  … profit after taxes anaa   …,Positive
i meant in relation to karela and kotoko theyve enjoyed a cordial relationship until now anaa,Neutral
packaging one for me won’t be bad oooanaa,Neutral
old age catch somebody anaa,Neutral
go and check why the prices of everything keep rising not greenwood in the uk  anaa news nu asa 😂😂,Neutral
yes please you can double the quantity and send me some anaa meebodam 😂,Neutral
retirement anaa,Neutral
alikoto neymar anaa  suzy,Neutral
bog rate anaa sheriff rate,Neutral
i always think he is father dickson anaa 😀,Positive
aden choirmaster anaa😂,Neutral
no harm in trying anaa 😜,Neutral
godmc remix anaa 😂😂😂,Neutral
use umbrella then anaa😂,Neutral
second frame looks like fried eggs oo anaa 🤣🤣🤣,Neutral
yenka nkyer wo anaa the beat monster 👿,Neutral
kotoko anaa hearts,Neutral
talking to me anaa,Neutral
th  february anaa mosee rd january 😂😂,Neutral
but wait oo …it’s  a reggae artist anaa ne wabon papa …kwasia dwom ne gyemii ne ahoyaa nkoa 😂,Negative
hard disk anaa,Neutral
mode bibia tribalism asamoah gyan was insulted and abused more than dede but nobody said shit anaa tribalism no wo nte ase,Neutral
youre the nd most inconsistent person after shattaare you not the same person who was advocating for the legalisation of marijuana weedanaa weed is not drug,Neutral
do they change the car batteries every five minutes anaa  😂,Negative
buy efya has mentioned that she is smoking at rehabs already and getting high it’s not just about the pictures anaa,Neutral
is he going to read medicine or pharmacy anaa the nojob courses,Neutral
wose he doin matɛm anaa,Neutral
because buying trash is easy anaa meboa 🤣🤣🤣,Neutral
kofi kodzi anaa 🤣,Neutral
still goat anaa agenda cast😂😂,Neutral
please am enzo fenandez ooo anaa,Neutral
stabiliser anaa di,Neutral
sabitzer anaa sanitizer,Neutral
brekum chelsea anaa,Neutral
sterilizer anaa😂,Neutral
because of what …enzo nti anaa  lol 😂,Neutral
ei teenage pregnancy anaa😂,Neutral
sports god today no silverdeadline anaa cos am monitoring and am not hearing here we go,Neutral
goal long loadinganaa,Neutral
another kaaba anaa 😂,Neutral
since rui costa is refusing to let enzo move to chelsea i think chelsea should just use that money to buy bitcoin and they will cash out big next year anaa mabodam🥴,Positive
na what should i do inject myself with paracetamol anaa😅sia,Neutral
pushing saaaa rui costa no wa gyimiiiiiiii anaa,Negative
he should go to arsenal…anaa  😂😂😂😂😂😂😂😂,Neutral
ei mode brfo na mo nti anaa s dn😂 she said educate her meaning explain why barca needs him and you guys are just saying yes yes😂,Negative
kempinski things anaa,Neutral
you think we are fool wo maame tw aboa bi ba kraman thief,Negative
kraman kk 😂😂😂 se intelligent and well trained aden btumi akyer bbia gold hy anaa,Neutral
diaspora fuor dier bibiaaaaa y phenomenal kraman nom nsuo po aa ysi phenomenal hoh,Negative
dj khaled says tems is his biggest fan at the grammys meanwhile wendy shey is in kasoa singing kraman kte eii ghana dabn😭😭😭  sl,Negative
nigeriafo jollof wei de wo de ma kraman kraa ndi na nipa 😂😂 fa one and two no hooki me 😍,Negative
adn aaaa ‘goat’ kraman 🐶,Neutral
you too you are busy tweeting nonsense which won’t take you anywhere wani s kraman bi 😂😂😂,Negative
oh  odds nso wooy editing 😂😂,Neutral
nsemhunu wei nso y defende,Negative
starboy wanna pose from head to toe ame bɛ ekochale nyame na me som no ɔyɛ soronko ame bɛ ekobad man with kra kra kra kra ame bɛ ekomese nnipa nso yɛ den common happiness ame bɛ ekoi love shatta wale,Neutral
woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,Negative
honestly sika no ashi i got cashout till th minute nso asuodn nti hmm we move again,Negative
ronaldo has scored buh messi is trending 😂agenda nkoaa na mop😂 saudi arabia league nso y league papa ben,Negative
mose cristiano ronaldo y goat 🐐 messi nso,Neutral
he’s scoring  against team banza bi nso he couldn’t even score one knockout goal,Negative
anka i will come visit nso accra de never 😂😂,Negative
lmao na hwan nso nie you people have problems when did you even find out about her bum that was long after she started making waves ah can you imagine abeg abeg,Neutral
black queen nso ye coach ye broniasem bei koraa ni,Negative
ahh… riped plantain or bananabronii nso y nnipa ooo…🤣😅😂🤦🏻‍♂️,Neutral
man united nso y team ooo 😒,Positive
if “wo bɛdi sika nso wobɛda gee” was a person 😜,Neutral
but he talk true nso oooo anaa meeb dam u can do better tho with urm followers,Positive
y ti sika so nso kum di hen so nacoc burn ghcm in this rough economy useless country with useless leaders,Negative
kraman million 😂😂😂🙏 judah mu gyata nso by sn…,Neutral
but shatta wale nso asem bɛn nkoaaa  siya,Negative
health diet nso de wodi gob,Neutral
dream killers gakpo nso so wkhkyd 😂😂😂😂,Negative
yours eyes nso ne den,Neutral
chairman general and the ndc is forcing npp to do reshuffle nso efa 😂😂😂😂,Negative
ah 😂😂 ne me nya bi first person nso o,Neutral
tv always employ controversial people to work fr them oo esp onua tv tweaaaablack rasta nso y nipa😏,Neutral
wo nso y na wagyimi dodo don’t be like this charlatan,Negative
wei nso y asem free my boy abeg,Positive
he should hang up nso err ahh,Neutral
😂😂 you didnt understand what he said o he just meant wabn and woti nso awu ruff you lack the requisite skill and cognitive to hold any position wode a ne twitter boy boy,Negative
hwan nso nie is this the time for this  sepwwj,Negative
the people who write i don’t as “ion” no nso y gyimie bn hoh,Negative
😂😂starch nso oo,Neutral
the b fa no weve said it saaa nso still nfa🥺,Negative
prayers kakra chilling nso nam mu my don🤌🏾,Neutral
see a disappointed npp man bi nso mcteeww,Negative
yes at least all the bibles are saying yesu wu y na ne nansa so no sore y but for anokyes story bi se wu y bi nso se wyera y so which is which 😔,Neutral
less pray nso y den,Neutral
team wura asi dan amma team a no nso ha wo,Neutral
na let’s go let’s go no nso fri he🤣,Neutral
mills givt had to look for money and start the ssssmahama later in  has to look for money to settle kuffours matured eurobondwei nso erhhh,Neutral
kwasia what’s the jon about what he’s saying ade yi wo nso ahoshish saa nti wo bo afu s wagyi stray bullet wo ho ahi,Negative
me nso saa but we meuve,Neutral
nnwom nny video nso nny and yet someone else is his problem this is very typical of us,Negative
vibesonvibes   eiiiiiii enti time nso y,Neutral
so black rasta wanted bob marley to feature him to go and sing maata tui maata fosh… radio presenter nso derr anka wo derr ne “ ladies and gentlemen welcome live our drive time”,Negative
macho prophet nso di nsm hunu paa oo 🤣🍼  sp,Negative
eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too  moo saa dodo,Neutral
guehi nso wasa paaa oo clear header,Negative
a true definition of kwasia nso nyini,Negative
hw kwasia baako nso  do u know raggae  or u just want to chase clout,Negative
wo team nny nso wook trolli obi team🤣  stcorsawrx,Negative
it could have been ghana nso sikadie,Negative
agenda nso pɛkyɛɛ  sw,Negative
wei nso yɛ asɛm😹😹😹😹😹😹😹😹😹what kind of eyi too is this so killing him was the only way🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,Negative
that is my favorite nso ooh 😂,Neutral
adn bibinii agyimi saa wei nso y den wo hy ky kyeaa what point does it actually prove like oh daaabi😏😂,Negative
aquarius nso de anka desert fa meho bn but we meuve😂 thanks habibi,Positive
nonfa 😂abeg oo dont rain on me cos me nni umbrella 😂,Negative
wo ho nni h cos ei 🤡🤡,Negative
save this agenda thing ma wa nni nna hc can’t you notice s cy obaa y ka wei kyer obaa,Negative
akoa nni talent baako sei,Negative
kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂,Neutral
but mufasa yɛ hwɛ mu yie aa woni blakk rasta ankasa difference biaa enhyɛda nni montamu saaa oo anaa mabɔdam🤣🤣🤣🤣🤣,Negative
over here de me na me control boys nnea mka no y final obiaa nni choice😈,Neutral
over here de mena me control boys de mka na y final obiaa nni choice 💙👿,Neutral
wo nni dwuma di ong then tell them we aint exchanging gifts too,Negative
nti robb nni uk we buy someone  million and u r talking abt cold  why did u start him them  wonnye serious wo,Negative
he made ne nni twɛasidi in ghana 😂😂,Negative
wo nni kapr nso youre shouting for concert,Negative
also it’s a law that you didn’t pass why come and vex on it account handler nni akoma,Negative
ghanaian proverb bɛntoa nni kaprɛ nso trumu akɛseɛ na odi,Neutral
useless post nkoaaa oh npp dabi dabi,Negative
charles taylor is the reference point kai dabi🤣,Neutral
you forgot to add kai dabi,Neutral
kt hammond and stephen amoahsticka on same ministry hahahahahaasem beba dabi,Neutral
so you’re not shy posting a whole veep campaigning on such road gh de oo dabi,Negative
why do ladies think every handsome guy is a cheat…oh dabi daa…by the way let us follow each other daterush,Negative
ghana music industry ooh dabi,Negative
kurasni… is it the first time there has been a collabo with the song a late artist  modi moagyimi ooo oh dabi  kurasenisem wo moaniso dodo,Negative
kai d kai oh ghanaians d dabi dabi,Neutral
dabi oo chairman,Neutral
career killers everything u go get something write for top oh dabi daaa  sgifoclfz,Negative
😂😂😂😂dabi dahe thinks hes slick,Negative
stressful😂😂 were you part of the negotiations💼💼🙆😂😃😂 you dont even know nor seen these players before bibiniii nai y nipa ooo dani daniels dabi,Negative
liverpool di dabi dabi beye yie … amakye made that track for us ‘ 😓,Negative
abeg remove saa yassan ooo s whan whan nu🤦🏾🥶🥶akoayi asa kwa🤣,Negative
ashoqqq wopri a saa 😂,Negative
i wanted you to follow up on a story for me and you didnt even mind me eeeii annie saa,Negative
saa slip wei metwaa bi o bc a oun😂😂😂❤️‍🔥,Neutral
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  soikinbyrw,Neutral
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sd,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sduzoi,Neutral
have posted saa i don’t see anything 🙏,Negative
aaa saa na de keeper be mason😂😂,Negative
doc my woman experiences all plus lower abdominal pains at first they said she had candidiasis buh we have treated it saa no results,Neutral
saa fishmonger agyuma nu yagyae wae,Negative
🤨 fooling saa why,Negative
ya nante saa ama yeni nkosua aye brown…still grinding,Neutral
and who said pastors cant relate with things like football im a pure united fan and do like bruno but lets set records straight hes game yesterday was not up to the standard we know of him they lose the team loses u guys stop singling out players na mu p saa dodo,Neutral
oh i see saa team bi no aaa na wo p,Negative
do or die saa na one eye burst  asem oo,Negative
wobisa s saawotumi hire fine girls nkoaaa wor wo video mu nso you nor dey touch dm seff s y wo f 😂,Neutral
don’t worry your team will soon join us we have won the champions league saa we need new trophies in our cabinet 😂,Positive
ofui how much did your team buy harry maguire mo sɔdi’a gyimie kasa saa  shzk,Negative
i have engage saa but nothing for brother man,Negative
ohh💔 dabro saa ne sister no na ɔyɛ me deɛ o ɔyɛ nipa bia,Neutral
saa mohm lol okay,Neutral
bra wokasa dodo ahhh barima na wokasa saa no  i thought the men left the ranting for the females🙄,Negative
equalization ne gyimie saa,Negative
ɛnyɛ porno na nkrɔfoɔ yi rehwɛ no saa no,Negative
online class dierr yde nu hello madam hello madam saa na  hours nu asa,Negative
i have tried saa super,Neutral
bro i tweet saa,Neutral
eiii saa  sawymbtkp,Neutral
you do saa erh,Neutral
saa na cmo p no o bro 😂😂😂,Neutral
ghana yesu i have engaged in ur giveaway saa but no avail☹️☹️😟😟 pls bless me this morning,Neutral
you want to do saa so that they’ll enter your dm…they won’t mind you 😂😂 stay single stay wicked,Negative
monngyae saa nkwasia trend no,Negative
saa ppp alanforallafa,Neutral
invictus invictus nyinaa saa all be settings 😤😤,Neutral
saa akoa wei p kasa papawwy guyguy this  sgeapm,Negative
thanks for appreciating  fabulous jersey from a farasante saa na god bless you,Positive
everyone in that region will get highsiasm saa,Negative
inhale some freshness nyinaa saa na abyifo oo 🙆🏼‍♂️ buei 🥹😂💔,Negative
saa send meauxmeaux 😔,Neutral
saa esallcee foc wei,Negative
he fo nanka btor wee bebrebe saa no,Neutral
since day one you have been behaving as if you would love it if he does not make it adn na negetivity ywod saa,Negative
ah saa  why okc,Neutral
pls can u think of how to get us the next episode of prison break🤣🤣ydi wo trumu wie aa na ato wo nkwasia keka saajailmanjwonky🤣🤣🤣,Negative
the action wasnt that much bia saa,Neutral
herh saa boy wei 😂😂😂,Negative
wo boy wei as wo yale  is it that wo you dont understand what he wrote or your usual gyimi sem noaaa how does his tweet confirm atsu was found sua nyansa na gyae saa wo stupid life no,Negative
wogyimii wate how can u refer to a human being as ‘it’saa wonnim nyansa baako sei,Negative
i have been searching for it on telegram saa 😂,Neutral
saa na osofo t osofo maame herh osofo maame y bad kyn jay bhad,Negative
wo rushi saa nso wo tailor kraa ny papa biaa saa ah kabutey paa😂😂😂,Negative
😂😂😂saa boy no de,Negative
saa saa cos business is  business,Neutral
lol saa,Neutral
ne nan ho fitaa saa no advice papa bɛn,Negative
she has been saying it saa,Neutral
so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa,Neutral
saa information wei paa cps yde y dn,Negative
menni watm ohh naa menny saa di matm s de wop biaa sweetheart,Neutral
no have engage saa mabr,Negative
we have the men saa these two stooges 😆,Negative
i drop my momo number saa still natin comes out twsss time prove me wrong,Negative
so the gfa have still not found a coach for the black starshow do we expect to compete with serious nations for the afconlets get serious in this country ooowe can never progress and win anything with this lackadaisical attitude towards assignmentslast minute show saa,Negative
ohh really saa i think he was our best player without scientific data source he deserves the award,Neutral
saa akoa no wabodam awie o ne ti sɛ mines foɔ staff bus,Negative
wo saa boy wei ankasa wabodam pen,Negative
saa can you teach me,Neutral
saa okay,Neutral
😂😂😂eii saa okay,Neutral
which toxic fanbase kraa ne saa toonoo fuor yi,Negative
saa is only you who don’t pay in relationship 😂😂😂,Negative
😂🤣🤣😂🤣 team na ay pky saa nu kai s hibernate 😂🤣🤣,Negative
your  grandfather  wrote  it  for  him  right    kwaasia saa,Negative
gyimie saa oo nothing is ever wrong in their eyes 🍼,Negative
pls kalyjay allow me use ur handle to address them kalyjay says mo gyai saa gyimii no lol,Negative
am sure  adds dustin baby powder to his weed panin na wagyimi saa no,Negative
after all this rigged world cup u saa want the golden boot😂😂,Neutral
🤣🤣🤣🤣🤣 saa party no ankasa menhu ne y mo oo,Negative
me tie saa by wan awa nie atiabanku,Neutral
ɛnyɛ strongman koraa nka ɛbɛ duru mfie du na me nkɔ pɛ hwee wɔ saa status side hɔ,Neutral
baldie laugh saa  szarwcx,Neutral
some folks just walk straight to the polling station collect the ballot paper and thump print without thinkinggymiii saa 😏,Negative
meso saa yemi na m blame,Negative
herh fab gyae saa,Neutral
aba saa 🎶  dr paa bobo,Neutral
been listening saa atiabanku  sqai,Neutral
